Date,Open,High,Low,Close,Volume
2020-10-26,56.56,58.11,55.95,57.97,557696
2020-10-27,58.22,58.805,57.03,58.49,475492
2020-10-28,57.57,58.08,55.96,57.76,626313
2020-10-29,53.43,53.77,47.65,51.5,1544135
2020-10-30,51.09,51.93,48.57,49.34,948729
2020-11-02,49.82,49.82,46.86,48.42,612758
2020-11-03,49.49,49.87,48.5243,49.505,456225
2020-11-04,48.86,49.8,47.55,47.6,340477
2020-11-05,48,51.56,48,51.02,451000
2020-11-06,51.04,51.34,49.51,49.86,335574
2020-11-09,52.7,54.89,51.71,51.81,402264
2020-11-10,52.03,53.44,51.1,51.79,300944
2020-11-11,52.09,52.925,50.76,51.86,229564
2020-11-12,51.51,52.895,49.205,50.51,426768
2020-11-13,51.72,52.74,51.28,52.37,302937
2020-11-16,52.86,53.5,51.26,52.3,282392
2020-11-17,52.16,53.62,51.73,53.32,264548
2020-11-18,53.17,54.9,52.4,53.51,264143
2020-11-19,53.25,54.32,52.63,53.65,230768
2020-11-20,53.08,54.09,52.85,53.32,266288
2020-11-23,53.59,55.45,53.04,55.16,275840
2020-11-24,55.59,57.15,54.795,56.83,415266
2020-11-25,56.95,57.33,55.45,56.3,249175
2020-11-27,56.07,56.35,55.15,55.6,140267
2020-11-30,55.72,56.9999,54.63,55.09,513485
2020-12-01,55.45,57.29,54.825,56.68,505252
2020-12-02,54.3859,57.155,54.09,55.09,355021
2020-12-03,55.48,57.4499,54.57,55.59,291316
2020-12-04,56.01,57.44,54.9843,56.99,244477
2020-12-07,56.72,57.28,56.09,56.28,169733
2020-12-08,55.81,58.16,55.55,57.35,369278
2020-12-09,57.7,57.7,56.02,56.31,389703
2020-12-10,56.04,56.95,55.32,56.28,262261
2020-12-11,55.83,57.13,55.1,55.92,261004
2020-12-14,56.55,58.66,56.28,57.3,412940
2020-12-15,58.27,58.42,57.06,57.57,283997
2020-12-16,57.53,58.305,56.69,57.38,448622
2020-12-17,57.71,58.45,57.07,57.33,422703
2020-12-18,57.62,58.525,55.36,56.08,1249556
2020-12-21,55.1391,56.77,54.09,56.77,442488
2020-12-22,57,59.43,56.77,59.26,306211
2020-12-23,59.26,59.9,58.46,59.22,330735
2020-12-24,59.32,59.33,58.52,58.88,135507
2020-12-28,59.31,59.57,57.63,57.97,262351
2020-12-29,57.91,58.23,56.86,57.07,281002
2020-12-30,57.41,58,57.04,57.49,315325
2020-12-31,57.25,57.86,56.4,57.56,335372
2021-01-04,57.8,57.92,56.42,57.16,455653
2021-01-05,57.76,58.49,56.01,58.08,406716
2021-01-06,58.17,60.49,56,59.68,541053
2021-01-07,59.64,61.29,59.475,61,312899
2021-01-08,61.34,62.48,61.3,62.24,341202
2021-01-11,61.19,62.1,60.88,61.62,232356
2021-01-12,61.93,62.37,61.11,62.21,483758
2021-01-13,62.46,62.64,60.96,61.62,295470
2021-01-14,62.2,64.12,61.67,63.64,245680
2021-01-15,63.2,64.74,60.0112,63.71,309027
2021-01-19,64.77,64.77,62.985,63.9,487967
2021-01-20,63.7,65.77,63.7,65.54,287214
2021-01-21,65.84,65.84,64.7411,64.9,248143
2021-01-22,64.36,66.165,64.095,66.04,235389
2021-01-25,66.17,66.815,64.98,65.76,341244
2021-01-26,66.35,66.85,65.44,66.42,286999
2021-01-27,65.08,71,62.75,69.18,565524
2021-01-28,69.82,70.98,66.39,67.22,312051
2021-01-29,67.74,68.09,66.23,66.49,588416
2021-02-01,66.82,67.8199,64.94,66.73,457667
2021-02-02,67.18,67.705,65.6779,67.27,472779
2021-02-03,67.31,68.4,66.84,67.79,295938
2021-02-04,67.99,68.93,67.74,68.63,163994
2021-02-05,69.5,70.63,69.14,70.62,184656
2021-02-08,71.05,72.47,70.36,72.37,479468
2021-02-09,71.71,77.29,70.56,77.2,749087
2021-02-10,79.07,79.77,77.66,78.34,614913
2021-02-11,78.11,80,77.74,78.99,556452
2021-02-12,79.19,79.71,75.54,76.54,366861
2021-02-16,77.42,77.72,72.4801,72.91,437081
2021-02-17,70.56,72.73,70.2,72.34,482514
2021-02-18,71.25,73.67,70.87,73.02,346996
2021-02-19,72.68,73.5,71.88,72.49,191738
2021-02-22,71.83,72.52,70.57,72.2,255221
2021-02-23,69.5,72.12,69.5,71.81,396472
2021-02-24,71.38,72.27,70.2,71.91,265323
2021-02-25,72.12,72.7,69.75,69.8,242067
2021-02-26,69.54,70.15,68,68.82,289833
2021-03-01,70,70.73,69.44,70.42,305995
2021-03-02,70.01,70.67,68.8601,70.53,358177
2021-03-03,70.97,71.93,69.37,70.15,291669
2021-03-04,70.14,70.48,67.74,68.09,377934
2021-03-05,68.9,69.37,66.349,69.28,401041
2021-03-08,69.47,70.91,68.83,70.45,230809
2021-03-09,72.805,72.805,69.92,70.04,363253
2021-03-10,70.73,72.78,70.42,72.31,378989
2021-03-11,73,74.145,72.44,73.86,245746
2021-03-12,73.44,74.34,72.85,73.82,302147
2021-03-15,73.77,74.23,73.12,73.86,318814
2021-03-16,73.88,74.16,70.021,71.76,188333
2021-03-17,72.18,72.83,71.01,72.54,284671
2021-03-18,72.18,72.74,68.37,68.66,372428
2021-03-19,68.17,71.66,66.78,70.87,1126790
2021-03-22,71.32,72.32,69.92,72.03,440286
2021-03-23,71.52,72.44,70,70.4,291461
2021-03-24,70.92,71.29,68.69,68.89,284163
2021-03-25,68.05,70.49,67.26,70.23,435961
2021-03-26,70.78,73.27,69.52,73.25,261335
2021-03-29,73.14,74.35,70.13,70.14,280559
2021-03-30,69.78,70.45,68.72,70.19,271726
2021-03-31,69.58,71.79,69.58,71.08,278604
2021-04-01,71.35,72.37,70.65,71.23,245196
2021-04-05,72.15,72.23,70.79,72.09,152018
2021-04-06,71.81,72.54,71.595,72.02,171760
2021-04-07,71.98,72.43,70.41,70.56,166838
2021-04-08,71.25,72.28,70.35,72.225,239323
2021-04-09,71.72,72.37,71,71.97,150761
2021-04-12,71.93,72.635,71.2,71.55,260796
2021-04-13,71.23,73.08,69.7,70.56,300185
2021-04-14,70.93,72.2,70.47,70.61,162389
2021-04-15,70.96,71.79,67.91,70.57,150631
2021-04-16,71.12,71.97,70.44,71.75,172660
2021-04-19,71.69,71.82,70.05,70.7,197069
2021-04-20,70.32,71.3703,68.96,69.31,221024
2021-04-21,69.09,70.76,68.63,70.49,244009
2021-04-22,70.53,71.54,69.89,70.42,345765
2021-04-23,70.67,71.69,70.13,70.84,230324
2021-04-26,71.16,73.26,71.16,72.54,352048
2021-04-27,73.02,73.25,71.72,72.04,270869
2021-04-28,72.1,75.09,71.49,74.68,462354
2021-04-29,75,75,69.365,70.88,470047
2021-04-30,70.18,71.23,69.67,71.12,350462
2021-05-03,70.79,71.03,68.49,68.72,436103
2021-05-04,67.07,68.985,65.03,67.06,556208
2021-05-05,66.5,67.29,65.7,65.98,362383
2021-05-06,65.5,67.2,64.35,67.11,268028
2021-05-07,67.2,68.14,66.53,67.03,175381
2021-05-10,66.64,67.12,65.91,66.11,219955
2021-05-11,64.61,67.48,64.61,67.48,306581
2021-05-12,66.55,68.63,65.92,67.98,607089
2021-05-13,67.7,68.93,66.38,68.5,374519
2021-05-14,68.85,69.88,68.7075,69.32,254557
2021-05-17,68.62,69.68,67.42,69.67,327821
2021-05-18,69.89,70.91,67.89,69.77,591066
2021-05-19,68.51,69.2,68,69.2,466609
2021-05-20,69,70.31,68.53,70.05,379560
2021-05-21,70.65,70.86,69.43,70.41,327772
2021-05-24,70.41,70.85,69.5,70.25,145430
2021-05-25,70.26,70.64,69.085,69.59,237041
2021-05-26,70.05,70.63,68.97,70.53,145569
2021-05-27,70.6,71.4,69.85,70.44,297788
2021-05-28,70.7,71.15,70,70.69,176954
2021-06-01,70.59,70.94,70.295,70.66,199909
2021-06-02,70.69,71.73,70.44,71.68,325681
2021-06-03,71.46,72.18,70.73,71.58,210310
2021-06-04,73.18,73.33,71.22,73.33,193866
2021-06-07,73,74.1,72.31,72.6,263980
2021-06-08,72.6,75.6,72.6,75.32,254042
2021-06-09,75.57,76.63,74.21,74.38,226569
2021-06-10,74.32,75.965,74.14,75.63,165816
2021-06-11,76,76.5,75.35,76.5,127817
2021-06-14,76.82,77.02,75.82,76.36,217531
2021-06-15,76.06,76.61,75.41,75.62,191705
2021-06-16,75.7,76.96,75.13,76.43,195652
2021-06-17,76.38,77.69,75.74,77.34,176227
2021-06-18,76.87,77.265,75.1,75.86,932453
2021-06-21,76.21,77.58,75.75,77.41,203939
2021-06-22,77.07,77.92,76.5725,77.83,166506
2021-06-23,78,78.85,77.415,78.13,226733
2021-06-24,78.69,79.14,78.43,78.98,130464
2021-06-25,79.09,79.57,78.75,79.02,659741
2021-06-28,79.4,79.99,78.38,78.79,207145
2021-06-29,78.285,79.16,77.55,77.6,104995
2021-06-30,77.51,77.51,76.49,76.57,159534
2021-07-01,77.02,77.145,76.35,77.05,179195
2021-07-02,77.28,77.92,76.86,76.98,100583
2021-07-06,77.16,77.6,75.47,76.4,132502
2021-07-07,76.66,77.27,75.58,75.95,111187
2021-07-08,74.81,75.24,73.93,74.48,159257
2021-07-09,74.94,75.645,73.955,75.35,143116
2021-07-12,75.24,76.19,73.26,74.08,206327
2021-07-13,74.08,74.28,72.62,72.74,145422
2021-07-14,73.07,73.09,71.64,71.95,149833
2021-07-15,71.81,72.14,70.4,71.1,137062
2021-07-16,71.78,72.27,70.7,70.78,194387
2021-07-19,69.73,70.84,68.9,69.84,193345
2021-07-20,70.16,71.63,69.89,71.02,324172
2021-07-21,71.52,72.13,70.74,71.73,280212
2021-07-22,71.61,72.31,70.11,70.3,154770
2021-07-23,70.82,72.27,69.74,71.69,147236
2021-07-26,72.07,72.65,71.31,72.42,143280
2021-07-27,72.01,72.01,69.28,70.32,179537
2021-07-28,70.89,72.03,70.5,71.62,106626
2021-07-29,71.82,72.8,71.82,71.85,90803
2021-07-30,71.39,72.82,71,71.33,146307
2021-08-02,71.72,72.34,69.2,70.79,185057
2021-08-03,70.93,71.385,69.46,70.99,184533
2021-08-04,71.34,71.54,69.25,70.07,150049
2021-08-05,70.49,71.53,70.01,71.14,173377
2021-08-06,71.38,72.715,70.86,72.65,254032
2021-08-09,72.78,73.1856,70.22,70.33,343097
2021-08-10,70.34,70.34,68.585,69.51,121941
2021-08-11,69.86,70.83,69.45,70.69,158639
2021-08-12,70.49,70.743,68.55,68.84,242996
2021-08-13,68.64,68.97,68.06,68.54,101378
2021-08-16,68.26,68.26,67.13,67.44,107193
2021-08-17,67.38,67.38,64.93,65.71,210238
2021-08-18,65.42,65.71,63.1,63.15,397128
2021-08-19,62.56,65.37,61.2,65.26,931104
2021-08-20,65.25,66.714,65.16,66.05,208624
2021-08-23,66.33,67.77,66.06,67.46,166170
2021-08-24,68.14,68.555,67.03,68.41,148742
2021-08-25,68.96,69.03,68.1,68.27,154796
2021-08-26,67.97,69.23,67.82,68.12,147913
2021-08-27,67.94,70.31,67.94,69.81,235862
2021-08-30,70.31,70.31,69.27,69.49,162318
2021-08-31,68.005,70.27,68.005,69.69,220509
2021-09-01,70.14,71.21,69.04,70.68,239988
2021-09-02,70.9,71.4,70.41,71.05,140035
2021-09-03,71.18,71.965,69.995,71.36,141152
2021-09-07,71.08,71.27,67.11,67.3,496176
2021-09-08,67.08,68.12,66.66,68.05,308009
2021-09-09,67.89,68.34,66.845,67.33,284909
2021-09-10,67.71,68.05,66.965,67.11,305264
2021-09-13,67.8,68.51,67.14,68.18,223273
2021-09-14,68.62,68.88,66.78,67.8,270853
2021-09-15,68.04,68.82,67.37,67.55,295032
2021-09-16,67.38,68.4,66.81,67.93,229535
2021-09-17,68.33,69.9,68.31,69.58,2436514
2021-09-20,68.54,69.6,66.83,68.13,398574
2021-09-21,68.9,69.7,68.22,68.27,238678
2021-09-22,68.89,70.17,68.29,69.94,447094
2021-09-23,70.45,72.86,70.17,72.74,249345
2021-09-24,72.83,73.2483,71.64,72.47,176268
2021-09-27,72.91,73.35,72.1,72.23,234070
2021-09-28,71.75,72.78,70.95,71.57,234554
2021-09-29,71.62,72.31,70.98,71.72,122653
2021-09-30,72,72.57,70.21,70.35,210308
2021-10-01,70.63,73.26,70.63,72.72,214336
2021-10-04,72.43,72.55,71.33,72.22,193780
2021-10-05,72.13,73.42,71.94,72.98,149185
2021-10-06,72.68,73.12,71.9,72.69,149460
2021-10-07,72.76,75.41,72.76,74.69,193321
2021-10-08,74.89,74.98,73.3,73.47,138949
2021-10-11,73.34,74.41,72.61,72.85,104735
2021-10-12,72.74,73.19,72.18,72.44,146144
2021-10-13,72.57,73.21,71.76,72.12,189640
2021-10-14,72.93,74.78,72.69,74.66,211424
2021-10-15,75.59,76.04,74.82,75.02,274597
2021-10-18,74.62,75.12,74.055,74.41,121200
2021-10-19,74.48,75.345,72.905,74.4,78530
2021-10-20,74.27,74.52,73.37,73.55,145109
2021-10-21,73.41,74.71,73.15,74.59,126934
2021-10-22,74.55,74.99,73.2022,73.6,129746
2021-10-25,73.79,74.01,72.46,72.73,143327
2021-10-26,72.84,73.19,72.5,72.56,178820
2021-10-27,72.42,72.42,69.34,69.61,142616
2021-10-28,69.3,71.38,68.76,71.27,224833
2021-10-29,71.27,71.58,70.14,71.01,171586
2021-11-01,71.15,72.435,70.29,71.94,251440
2021-11-02,72.31,72.935,70.31,72.05,180458
2021-11-03,72.06,73.625,71.48,73.01,173772
2021-11-04,78,84.28,76.38,83.57,554914
2021-11-05,83.98,86.79,83.005,84.12,402351
2021-11-08,84.58,86.96,84.035,86.48,369771
2021-11-09,86.58,86.79,84.135,85.4,162566
2021-11-10,85.06,85.68,82.71,83.74,173672
2021-11-11,84.03,84.795,82.68,84.39,115362
2021-11-12,84.25,85.18,83.08,83.27,122089
2021-11-15,83.56,83.87,82.04,82.48,105992
2021-11-16,82.16,82.865,81.61,81.98,164846
2021-11-17,81.53,81.655,79.8,80.17,329529
2021-11-18,80.16,81.21,79.095,81.12,287609
2021-11-19,81.52,83.29,81.35,82.91,205908
2021-11-22,83.37,83.37,81.005,81.54,289024
2021-11-23,81.18,82.34,79.72,80.62,277529
2021-11-24,79.93,81.1771,79.275,80.1,146259
2021-11-26,78.64,80.17,76.74,77.51,157010
2021-11-29,78.62,78.62,76.19,76.4,253480
2021-11-30,76.22,77.0875,74,75.46,254613
2021-12-01,76.58,81.51,71.63,71.74,240400
2021-12-02,71.81,73.465,71.22,73.32,182128
2021-12-03,73.53,73.87,69.88,71.52,266204
2021-12-06,72.28,75.03,71.13,74.76,208134
2021-12-07,75.84,77.87,75.31,77.33,157893
2021-12-08,77.26,78.63,76.335,78.52,147038
2021-12-09,77.97,80.03,76.375,78.33,264427
2021-12-10,78.74,79.39,77.785,78.45,163348
2021-12-13,78.02,79.49,76.77,78.25,276539
2021-12-14,77.61,78.86,76.48,77.53,371826
2021-12-15,76.78,80.82,76.6,80.28,386909
2021-12-16,80.49,81.705,77.945,78.35,288661
2021-12-17,78.42,81.36,77.88,78.76,961947
2021-12-20,77.64,77.78,73.95,77.01,241163
2021-12-21,77.86,79.85,76.92,79.83,172382
2021-12-22,79.89,81.31,79.76,81.1,130020
2021-12-23,81.31,81.92,81.1,81.64,92978
2021-12-27,81.6,83.22,81.43,82.73,126336
2021-12-28,82.51,82.97,80.5282,81.37,97360
2021-12-29,81.66,82.1,80.24,81.01,96203
2021-12-30,80.91,81.67,79.92,80.08,119824
2021-12-31,79.96,80.605,78.73,78.98,193773
2022-01-03,79.23,80.5,78.71,79.39,138008
2022-01-04,79.29,83.975,74.96,78.08,813650
2022-01-05,77.41,78.55,71.88,71.94,585448
2022-01-06,71,72.85,70.98,71.05,262639
2022-01-07,70.53,73.855,68.54,69.39,259606
2022-01-10,68.69,72.44,66.77,72.29,392862
2022-01-11,71.95,73.655,69.58,73.52,382562
2022-01-12,73.95,74.93,71.72,72.84,194361
2022-01-13,73.21,73.21,71.38,72.38,335998
2022-01-14,72.04,72.735,69.76,72.02,396423
2022-01-18,71.01,72.23,70.05,72.06,738196
2022-01-19,72.05,74.14,71.71,73.75,635080
2022-01-20,77.905,77.905,69.12,69.48,393898
2022-01-21,68.76,70.645,68.25,68.25,275868
2022-01-24,67.35,71.18,66.79,71.03,369973
2022-01-25,69.76,71.565,66.97,67.08,537849
2022-01-26,68.36,69.755,64.21,64.67,440426
2022-01-27,65.45,67.765,65.35,66.02,674393
2022-01-28,66.4,67.75,64.71,67.73,266701
2022-01-31,67.33,68.82,66.8,68.14,395738
2022-02-01,68.42,68.77,66.61,67.79,327795
2022-02-02,68.2,69.09,66.13,66.46,202252
2022-02-03,65.25,66.2,63.665,63.87,219199
2022-02-04,63.34,65.235,62.93,64.42,173443
2022-02-07,64.4,66.42,64.4,65.66,227492
2022-02-08,65.38,67.65,65.18,67.55,213873
2022-02-09,68.24,70.98,68.24,70.67,321161
2022-02-10,68.81,70.5,67.51,68.08,220243
2022-02-11,68.4,69.51,65.96,66.33,280616
2022-02-14,66.15,67.53,65.53,66.2,173499
2022-02-15,67.4,68.34,65.99,68.09,231019
2022-02-16,67.42,67.93,66.14,67.54,143852
2022-02-17,66.51,66.58,64.03,64.04,185039
2022-02-18,63.98,64.85,62.22,62.35,313662
2022-02-22,61.73,62.72,60.81,61.69,257419
2022-02-23,56.75,60.33,53.8143,58.33,542774
2022-02-24,56.71,62.52,56.71,62.45,453260
2022-02-25,62.19,63.3325,60.47,62.02,315528
2022-02-28,61.36,63.4,61.36,62.49,365995
2022-03-01,61.67,62.96,60.45,60.87,403311
2022-03-02,60.94,61.886,60.34,61.36,470917
2022-03-03,61.92,61.92,59,60.14,364016
2022-03-04,60,60.6914,58.38,59.41,403345
2022-03-07,59.64,60.5,58.1,58.21,455934
2022-03-08,58.18,59.05,56.71,56.94,359721
2022-03-09,58.09,60.03,57.78,59.84,274972
2022-03-10,58.38,60.38,57.91,60.12,267287
2022-03-11,60.8,60.85,59.25,59.54,260475
2022-03-14,59.255,63.84,59.255,61.17,590069
2022-03-15,61.14,62.16,60.11,61.43,447395
2022-03-16,61.68,63.65,60.57,62.65,581987
2022-03-17,62.07,62.64,60.7031,62.38,517645
2022-03-18,62.17,62.885,61.13,61.24,2767583
2022-03-21,59.97,60.95,59.18,59.96,438637
2022-03-22,60.02,62.4,59.46,62.14,369188
2022-03-23,61.31,61.31,59.36,59.64,261914
2022-03-24,59.88,60.29,58.47,59.97,232462
2022-03-25,60.1,60.17,57.31,58.82,248471
2022-03-28,58.87,59.81,58.33,59.19,198561
2022-03-29,60.28,62.225,60.28,61.68,363196
2022-03-30,61.23,61.94,59.921,60.34,212747
2022-03-31,60.48,61.03,59.83,59.87,225970
2022-04-01,60.18,60.88,59.3,60.42,283877
2022-04-04,60.26,61.72,60.26,61.33,151594
2022-04-05,61.12,61.68,59.83,60.02,191918
2022-04-06,59.49,59.88,58.36,58.92,201610
2022-04-07,58.56,59.73,57.94,58.37,183860
2022-04-08,58.06,58.78,57.16,57.32,159430
2022-04-11,56.7,57.75,56.1,56.6,147839
2022-04-12,57.36,58.19,56.15,56.34,184097
2022-04-13,56.23,57.97,56.23,57.65,153799
2022-04-14,57.85,57.85,56.425,56.91,212368
2022-04-18,56.52,57.18,55.51,56.72,308832
2022-04-19,56.89,58.93,56.74,58.6,243351
2022-04-20,59.3,59.9674,57.59,57.77,205697
2022-04-21,58.47,59,56.14,56.41,222121
2022-04-22,56.37,56.76,54.2,54.45,198123
2022-04-25,54.38,56.27,54.3,56.24,237610
2022-04-26,55.67,55.72,54.335,55.11,340199
2022-04-27,54.91,56.46,54.49,55.18,284055
2022-04-28,55.79,57.96,54.5501,57.92,255617
2022-04-29,57.34,58.58,56.9,58.01,358272
2022-05-02,57.96,59.51,57.13,58.89,290095
2022-05-03,58.47,59.2,56.77,57.24,449292
2022-05-04,57.03,57.75,53.03,56.7,407754
2022-05-05,55.61,56.35,52.22,52.96,254339
2022-05-06,52.5,54.53,51.07,53.36,283409
2022-05-09,52.62,53.74,52.24,52.93,267111
2022-05-10,53.94,53.95,48.98,49.27,432347
2022-05-11,48.95,50.53,48.52,50.51,773844
2022-05-12,49.83,52.05,49.43,51.09,641402
2022-05-13,51.94,54.9199,51.94,54.33,293025
2022-05-16,53.75,57.34,53.66,57.06,585631
2022-05-17,58,58.77,56.955,58.59,454541
2022-05-18,57.67,59.56,56.05,57.69,593090
2022-05-19,57.27,60.73,57.13,60.03,541640
2022-05-20,60.71,63.81,60.21,62.9,606062
2022-05-23,62.8,62.8,59.34,61.44,407469
2022-05-24,60.29,61.39,59.53,61.22,309705
2022-05-25,60.69,62.52,58.5542,62.14,285961
2022-05-26,61.49,63.27,60.18,63.02,281789
2022-05-27,63.43,64.52,63.205,63.42,198466
2022-05-31,62.71,64.315,61.66,63.65,480055
2022-06-01,63.95,64.83,62.5,63.76,255091
2022-06-02,63.76,65.4,62.45,65.33,230541
2022-06-03,64.69,65.38,63.87,64.68,358068
2022-06-06,64.97,65,61.8,62.52,540392
2022-06-07,61.89,64.63,61.89,64.36,330364
2022-06-08,63.57,63.67,61.24,61.49,278607
2022-06-09,60.93,61.91,59.61,60.13,363632
2022-06-10,59.21,60.56,58.77,60,462826
2022-06-13,58.8,59.575,55.48,55.63,944966
2022-06-14,56.1,57.22,55.43,56.07,600121
2022-06-15,56.54,58.235,55.355,56.75,470299
2022-06-16,55.16,55.16,52.83,53.45,965754
2022-06-17,53.72,55.19,53.28,55.07,2483357
2022-06-21,56.06,56.86,55.335,55.66,314772
2022-06-22,54.97,56.115,54.97,55.62,264451
2022-06-23,56.05,57.94,55.65,57.62,248922
2022-06-24,58.06,60.07,58.06,59.88,876994
2022-06-27,59.96,60.78,58.78,60.56,272641
2022-06-28,60.87,61.8125,58.1,58.17,407131
2022-06-29,58.4,58.73,57.69,58.35,196454
2022-06-30,57.26,58.57,56.02,58.07,305817
2022-07-01,57.95,58.28,56.825,57.48,288610
2022-07-05,56.36,58.465,55.78,58.3,335266
2022-07-06,58.51,58.75,57.01,57.64,203328
2022-07-07,57.53,59.25,57.23,58.89,269676
2022-07-08,58.65,59.03,58.155,58.82,206799
2022-07-11,58.53,59.16,56.94,57.29,283754
2022-07-12,57.4,57.86,55.15,55.65,190908
2022-07-13,54.76,56.3887,54.56,55.55,156694
2022-07-14,54.76,55.08,53.96,55,249796
2022-07-15,55.95,56.14,55.33,55.93,170345
2022-07-18,56.28,57.34,55.15,55.31,166168
2022-07-19,55.96,57.345,55.88,57.2,263066
2022-07-20,57.24,58.89,56.73,58.55,294422
2022-07-21,58.08,59.325,57.27,59.2,290780
2022-07-22,58.96,59.58,56.88,57.63,403577
2022-07-25,57.7,58.1,56.15,57.1,256949
2022-07-26,56.81,57.82,55.775,57.65,255164
2022-07-27,58.32,60.45,58.315,60.03,182867
2022-07-28,60.28,60.87,59.02,60.84,200206
2022-07-29,60.95,61.58,60.595,61.32,160517
2022-08-01,60.52,61.775,59.63,61.44,216150
2022-08-02,60.92,61.68,59.58,61.31,163832
2022-08-03,60.98,60.98,57.55,57.56,343819
2022-08-04,58.01,59.455,55.57,56.64,330943
2022-08-05,55.84,57.35,55.06,56.03,200291
2022-08-08,56.23,58.15,55.2,57.1,210525
2022-08-09,57.04,57.415,55.845,56.12,188130
2022-08-10,57.06,58.18,56.915,57.43,189861
2022-08-11,57.84,58.15,56.93,57.2,180995
2022-08-12,57.35,57.6294,56.45,57.47,211060
2022-08-15,57.1,57.99,56.76,57.79,277596
2022-08-16,57.79,58.09,57.23,57.8,231291
2022-08-17,57.1,57.3435,55.98,56.18,363259
2022-08-18,56.17,57.43,55.62,57.42,145781
2022-08-19,57.17,57.37,55.79,56.39,292179
2022-08-22,55.6,56.63,55.32,55.83,372668
2022-08-23,56.1,56.57,54.65,55.05,312983
2022-08-24,55.03,55.655,54.82,55.29,154146
2022-08-25,55.27,56.59,54.62,56.38,311647
2022-08-26,56.84,56.88,54.34,54.48,384065
2022-08-29,53.9,54.92,53.1825,53.92,298809
2022-08-30,54.12,54.12,52.75,52.99,246121
2022-08-31,53.44,53.66,52.14,52.3,419402
2022-09-01,51.67,52,50.825,51.72,335843
2022-09-02,52.32,52.32,50.68,51.23,450661
2022-09-06,51.17,52.125,49.91,50.15,365103
2022-09-07,50.24,51.22,49.99,50.95,290177
2022-09-08,50.31,50.4,49.36,50.09,575976
2022-09-09,50.54,51.39,50.465,50.86,388324
2022-09-12,51.3,52.752,50.27,51.33,487754
2022-09-13,49.6,49.99,47.63,47.68,1378717
2022-09-14,47.86,48.055,46.56,47.9,962451
2022-09-15,47.56,47.725,46.46,47.07,1012080
2022-09-16,46.66,46.8,44.99,46.59,3498539
2022-09-19,46.45,47.07,45.33,45.75,569808
2022-09-20,45.55,45.55,44.44,44.86,528304
2022-09-21,44.97,45.98,44.2801,44.43,494531
2022-09-22,44,45.71,43.93,45.29,475298
2022-09-23,44.77,45.62,43.84,45.57,638036
2022-09-26,45.53,46.5,44.74,44.79,331765
2022-09-27,45.06,45.47,44.24,44.47,357895
2022-09-28,44.5,45.19,44.16,44.83,438799
2022-09-29,44.13,45.12,43.54,45.07,390161
2022-09-30,45.11,45.505,44.01,44.06,356765
2022-10-03,44.47,45.32,44.08,45.01,244518
2022-10-04,49.25,53.17,49.17,53.13,1694376
2022-10-05,52.36,53.17,51.95,52.09,526758
2022-10-06,51.85,52.83,51.85,52.24,477665
2022-10-07,51.75,51.949,51.38,51.85,495674
2022-10-10,51.94,52.3,51.045,51.81,504315
2022-10-11,51.81,52.41,50.55,51.86,531203
2022-10-12,51.85,52.32,50.93,51.24,262585
2022-10-13,50.11,53.7878,49.84,53.1,383705
2022-10-14,53.2,53.62,52.64,52.72,337733
2022-10-17,53.51,54.27,52.37,52.56,366986
2022-10-18,53.65,54.315,53.35,53.94,262253
2022-10-19,53.57,54,52.39,52.56,267975
2022-10-20,52.7,53.77,51.97,52.22,205280
2022-10-21,52.27,52.685,51.18,51.92,321551
2022-10-24,52.12,52.285,51.44,51.7,265711
2022-10-25,51.72,52.905,51.68,52.7,226503
2022-10-26,52.69,53.77,51.52,52.49,194135
2022-10-27,52.9,53.96,51.895,52.46,209204
2022-10-28,52.79,54.1,52.28,53.97,220419
2022-10-31,53.74,55.24,53.49,54.7,293125
2022-11-01,55.23,55.23,53.885,54.41,255809
2022-11-02,56.9,57.965,54.98,55.45,554693
2022-11-03,55.12,58.43,55.12,57.01,433785
2022-11-04,57.15,57.475,55.59,57.35,310480
2022-11-07,57.33,58.915,56.815,58.79,284046
2022-11-08,58.91,58.91,53.02,56.65,296992
2022-11-09,56.18,57.37,55.33,56.49,221737
2022-11-10,58.18,59.97,58.18,59.46,372472
2022-11-11,59.5,60.41,58.23,59.43,255448
2022-11-14,58.68,59.38,57.89,58.48,200105
2022-11-15,59.38,60.65,56.48,59.21,261760
2022-11-16,58.86,58.93,57.61,57.61,182048
2022-11-17,57.03,58.305,56.34,57.5,150697
2022-11-18,58.55,58.55,56.92,57.38,164556
2022-11-21,57.32,57.3925,56.57,56.71,160711
2022-11-22,56.96,58.25,55.07,57.36,226597
2022-11-23,57.18,58.35,56.74,57.94,126358
2022-11-25,57.94,58.985,55.1557,58.63,82531
2022-11-28,58.2,58.95,57.975,58.15,154093
2022-11-29,58.12,58.519,57.72,58.39,119821
2022-11-30,58.02,59.29,57.33,59.27,282216
2022-12-01,59.6,61.18,57.7225,60.25,157468
2022-12-02,59.49,60.84,58.91,60.15,156485
2022-12-05,59.59,60.2,58.04,58.86,186973
2022-12-06,58.74,59.26,57.53,57.69,140541
2022-12-07,57.88,57.98,55.93,56.43,203908
2022-12-08,56.77,58.42,56.75,57.27,149862
2022-12-09,57.18,57.78,56.56,56.56,133173
2022-12-12,56.48,57.74,56.48,57.68,194344
2022-12-13,59.54,59.95,57.81,57.9,260611
